purple air sensors matched to index in HRRR-Smoke grid. Each column is a grid index + distance from that point to PA sensor.0,1,2,3
"(75394, 926.2344638985978)","(75395, 2404.6664615960212)","(75733, 2474.6827950567267)",
"(72279, 2886.387583379795)","(72280, 2008.1701404162272)","(72618, 2499.524164518142)","(72619, 1393.476621868711)"
"(145151, 2096.3400157537317)","(145490, 1023.993329753956)","(145491, 2734.808405404392)",
"(90886, 797.6679119556505)","(90887, 2954.019549561748)","(91225, 2218.656200687957)",
"(23598, 1266.2074302304297)","(23599, 1886.9934902111909)","(23937, 2793.211997692879)",
"(76688, 1526.8056992337254)","(77027, 1472.2249179454093)",,
"(68226, 1620.096514475341)","(68565, 1401.2629771715)",,
"(76349, 2003.2012537404603)","(76350, 2445.273673691294)","(76688, 1811.7672435950763)","(76689, 2289.3295515765194)"
"(96760, 2865.5326748935513)","(96761, 1918.6430483638949)","(97099, 2572.041109919288)","(97100, 1444.1042398309355)"
"(30027, 1758.21563901316)","(30028, 1318.6343971312665)","(30367, 2964.596063532515)",
"(84509, 2375.215114727306)","(84510, 842.3838015113602)","(84849, 2598.250992925478)",
"(131933, 2434.7913827257066)","(131934, 1321.5603111833277)","(132272, 2930.8078697762935)","(132273, 2099.848165590349)"
"(76009, 2105.735083559776)","(76010, 1261.122451979003)","(76349, 2491.9844238566425)",
"(75324, 2457.736475261059)","(75663, 1228.758730856514)","(75664, 2159.3463396368184)",
"(76342, 1416.7873648351963)","(76681, 1622.7973910861763)",,
"(69912, 1863.7303159415685)","(70251, 1131.63025063026)",,
"(69918, 2625.351780027655)","(70256, 2732.6793309532873)","(70257, 492.83119651391246)",
"(76009, 632.1968142113022)","(76348, 2363.8541534777714)",,
"(29996, 2372.006948609636)","(29997, 1111.9902801829824)","(30336, 2325.057748525372)",
"(128244, 2523.9294677796292)","(128245, 2340.5743425366904)","(128583, 1972.3457386027542)","(128584, 1730.4379145034359)"
"(27678, 2102.2445979530157)","(27679, 920.921932070536)",,
"(29669, 1481.0852828675943)","(29670, 2633.115265833365)","(30008, 1842.0969930178408)","(30009, 2850.8936126929448)"
"(76010, 1101.7528111978224)","(76011, 2151.6051965481784)","(76349, 2590.912194279282)",
"(28325, 1690.6685065953452)","(28326, 2309.1707388425743)","(28664, 2024.002739411831)","(28665, 2562.9073299319525)"
"(74987, 1651.71507296593)","(75326, 1343.5454020745635)",,
"(62182, 1201.5889394534522)","(62183, 2280.5600485131017)","(62521, 2351.74961211799)",
"(76010, 2812.3133687192158)","(76011, 2457.3010032386733)","(76349, 2005.0350532518617)","(76350, 1462.453746197371)"
"(27646, 1436.5092674486832)","(27647, 1803.0083167092469)","(27985, 2726.8634522290367)","(27986, 2938.1591252260705)"
"(78713, 2735.5756321244367)","(78714, 2922.0779873775873)","(79052, 1461.4630311600392)","(79053, 1784.2561032271647)"
"(74310, 663.3504040465308)","(74311, 2345.307912121111)",,
"(77015, 1727.0095404198992)","(77016, 2772.2953698808624)","(77354, 1598.5607934385907)","(77355, 2693.9722768621014)"
"(74987, 2527.886123180266)","(74988, 1964.3899273574898)","(75326, 2354.71533653489)","(75327, 1736.0881190225182)"
"(153938, 2971.326928422227)","(154277, 551.2406558516684)","(154278, 2445.611611313584)",
"(85186, 1741.6195683288668)","(85187, 1267.6483907726988)",,
"(42215, 1836.3563106210663)","(42216, 1939.9410631167443)","(42554, 2349.3445375076894)","(42555, 2431.7421335756762)"
"(28691, 2689.987927457452)","(29030, 1174.7686876648338)","(29031, 2026.6850147277285)",
"(70928, 1835.408029833901)","(70929, 1339.3972910455675)","(71268, 2786.4352845206313)",
"(70932, 1994.8238280251821)","(70933, 1079.6520035621447)","(71272, 2889.881809815717)",
"(91333, 1266.4278874084991)","(91672, 1735.4471389277644)",,
"(69235, 2553.63566298578)","(69236, 2041.6971121797746)","(69574, 2290.3994561218315)","(69575, 1698.1572652410484)"
"(76348, 2280.5627551616294)","(76687, 1213.7766233294467)","(76688, 2337.8067017036547)",
"(76010, 537.0483062295365)","(76011, 2578.2873770990955)","(76349, 2735.16336336366)",
"(85185, 2409.8075347985055)","(85186, 601.241155881785)",,
"(69913, 2978.131013127198)","(69914, 1560.8168749106178)","(70252, 2976.64246542792)","(70253, 1558.8600965912356)"
"(51972, 2528.3348084686927)","(51973, 1122.68470479595)","(52312, 2178.440425946763)",
"(85187, 2297.469125403146)","(85188, 1652.3039597762133)","(85526, 2601.8618985500225)","(85527, 2053.988184987629)"
"(75672, 1637.9985404190509)","(75673, 2734.660104317325)","(76011, 1674.5711574202244)","(76012, 2756.145304393728)"
"(75664, 2150.7248719826416)","(75665, 2090.845882837609)","(76003, 2154.9886978469954)","(76004, 2094.56528899591)"
"(22918, 1594.1081540086734)","(23257, 1411.4353579765184)",,
"(62182, 1200.935413410232)","(62183, 2279.7589145360057)","(62521, 2353.1175578423945)",
"(88909, 1265.1121284281073)","(88910, 2990.6658987352735)","(89248, 1786.624316327713)",
"(21907, 1096.3399998939085)","(22246, 1901.605379245208)",,
"(27984, 1139.7597383305865)","(27985, 2893.9129020156315)","(28323, 1930.3185997332353)",
"(76687, 1659.34488511215)","(76688, 1351.7286951469448)",,
"(151254, 1668.87128878312)","(151593, 1392.533010409441)","(151594, 2972.580918249789)",
"(28672, 2734.104721780414)","(28673, 2488.820860533689)","(29011, 1923.5561404715254)","(29012, 1555.5119483550968)"
"(60763, 1698.09635745776)","(61102, 1374.0181918356495)","(61103, 2980.1364218211347)",
"(62182, 1215.6451978674236)","(62183, 2287.3031402548972)","(62521, 2333.4285866127784)",
"(69912, 1056.097195720346)","(70251, 1955.4938548819916)",,
"(97395, 1037.0079208279824)","(97396, 2712.9544095950705)","(97734, 2117.9145423645286)",
"(76348, 2686.9681834229827)","(76686, 2093.7410678809765)","(76687, 1090.7290258910148)",
"(148050, 1252.2289951887826)","(148051, 1807.5893672452573)","(148389, 2975.143070230233)",
"(76680, 2088.399101578999)","(77018, 2766.281138526571)","(77019, 1032.1641234987542)",
"(76010, 601.646977294161)","(76011, 2531.499933610954)","(76349, 2706.321065589725)",
"(78383, 2629.6793905995382)","(78721, 2402.7885448517795)","(78722, 787.3979375574962)",
"(130921, 1505.4929633403142)","(131260, 1484.4610185679085)",,
"(28023, 2424.0492027317637)","(28024, 1501.3242539750972)","(28362, 2769.6069754618156)","(28363, 2014.17990295018)"
"(74988, 786.4753126873302)","(75327, 2209.1727093443433)",,
"(85185, 2434.3733935019122)","(85186, 578.129233577094)",,
"(28999, 2989.0994010443715)","(29000, 1807.5880864314458)","(29338, 2756.654018512399)","(29339, 1392.5663659336985)"
"(74659, 1126.8880576188478)","(74660, 2150.1818050677616)","(74998, 2567.2847226142153)",
"(47736, 2802.873225010992)","(47737, 1232.280570228176)","(48076, 1923.9467062347255)",
"(84170, 2914.90483058593)","(84508, 2829.7338897965406)","(84509, 199.57104268900324)",
"(29688, 2622.6733299033976)","(30027, 1149.0003496692611)","(30028, 2087.7407720015517)",
"(46222, 1951.9384622298755)","(46223, 1669.476855500423)","(46561, 2600.297291575205)","(46562, 2393.5678976253002)"
"(26974, 2926.515795981322)","(26975, 133.444277984941)","(27314, 2890.2629646325827)",
"(25274, 2735.8267291522075)","(25275, 2413.371034948947)","(25613, 1999.4943405420743)","(25614, 1532.1866311122033)"
"(32359, 2426.5138541210395)","(32360, 2963.598067157787)","(32698, 1292.5174406805984)","(32699, 2135.1382664098737)"
"(83795, 2113.2596256336246)","(83796, 1769.5736847151813)","(84134, 2476.4573677820617)","(84135, 2190.2206092554684)"
"(108894, 2368.517513732508)","(108895, 691.8104005287493)","(109234, 2834.7007162440373)",
"(63817, 1679.4469698753887)","(63818, 1436.975439332856)","(64157, 2931.481575270036)",
"(30005, 2988.696245933041)","(30006, 1312.7787078176982)","(30345, 1743.2364681016866)",
"(65508, 1668.974628044631)","(65509, 2462.319700755585)","(65847, 1890.7560689857703)","(65848, 2617.711493882189)"
"(70250, 759.536942291741)","(70251, 2263.656512549144)","(70589, 2954.5936920152635)",
"(74988, 2978.4307451053514)","(75327, 923.9438307202553)","(75328, 2104.6507750219544)",
"(22630, 2658.9179817629038)","(22631, 623.3872843546455)","(22970, 2549.5485894747144)",
"(67203, 1650.9589024357729)","(67204, 1359.3342307361186)",,
"(84509, 1807.9311152285097)","(84848, 1201.9685649978314)",,
"(67884, 2931.2806958790316)","(67885, 2903.9189919623864)","(68223, 1609.9721854066415)","(68224, 1557.9633240256567)"
"(85823, 1991.1124688867037)","(85824, 1076.8769596951224)","(86163, 2902.372577744539)",
"(62182, 1203.0007560209272)","(62183, 2280.1125185510996)","(62521, 2351.065091226066)",
"(78723, 2174.0677987449744)","(79062, 1055.3033107870508)","(79063, 2606.392535472374)",
"(62182, 1203.2751233451772)","(62183, 2286.0897731798277)","(62521, 2344.6379270815073)",
"(13444, 1932.6255848516805)","(13445, 1462.6132709349308)","(13783, 2832.8564415865744)","(13784, 2534.992312352279)"
"(75684, 1126.1446558237958)","(75685, 1886.1685470554207)",,
"(62182, 1214.309293269566)","(62183, 2295.226231551703)","(62521, 2326.3770197810272)",
"(39133, 2956.592022660637)","(39472, 1354.4275597346752)","(39473, 1729.8244702209886)",
"(78048, 673.3861444697754)","(78049, 2867.752351274192)","(78387, 2366.8311940264584)",
"(84153, 2498.052799035038)","(84491, 2205.0860866877015)","(84492, 1128.2008029829979)",
"(27644, 2238.202214157607)","(27982, 2369.7713871546052)","(27983, 1224.72830630682)",
"(88268, 1912.9714668158545)","(88269, 2379.8239866201725)","(88607, 1892.3105800789258)","(88608, 2362.7696424666196)"
"(75327, 2625.7218351339775)","(75328, 2094.020435537068)","(75666, 2268.3554753126423)","(75667, 1623.5532877485905)"
"(17170, 2983.1382301722224)","(17171, 270.8882025062337)","(17510, 2724.1057845382425)",
"(25959, 2382.218105269587)","(26297, 2316.900557587168)","(26298, 1113.6998021752179)",
"(75326, 876.3521915615221)","(75327, 2514.1218471790517)","(75665, 2411.00210946567)",
"(73972, 2185.307754075756)","(74310, 2691.7234862269524)","(74311, 972.6270808571284)",
"(79110, 1266.0000027794815)","(79111, 1939.1693855857359)","(79449, 2713.479369727364)",
"(27983, 1380.456789190133)","(27984, 1679.531479417528)",,
"(68562, 2178.296724091102)","(68563, 893.8375385871063)","(68902, 2844.4294437200856)",
"(62182, 1203.46219751185)","(62183, 2285.0190051448863)","(62521, 2345.5947978759127)",
"(57051, 972.2104896625367)","(57052, 2719.0349432186135)","(57390, 2165.0834642586933)",
"(28332, 1845.5921252817466)","(28333, 2394.8231178072683)","(28671, 1890.9191130426166)","(28672, 2429.840425100809)"
"(27643, 2545.1642723601785)","(27982, 897.2157972750058)","(27983, 2362.206418338789)",
"(75669, 2030.7453486548097)","(75670, 1951.5833401771076)","(76008, 2298.9326243323208)","(76009, 2229.2434283639413)"
"(27656, 2143.9320345605393)","(27657, 1287.1279804934954)","(27995, 2970.733286387182)","(27996, 2426.7036324466267)"
"(71264, 1018.0347622533384)","(71265, 2920.137767390775)","(71603, 2028.248122083583)",
"(72628, 1951.656143239355)","(72967, 1052.6194655041159)",,
"(84861, 1244.194887030059)","(84862, 2034.5490576159714)","(85200, 2601.059329489335)",
"(75665, 900.830900829861)","(75666, 2161.4493897826546)","(76004, 2870.1274145931134)",
"(68900, 2943.9027554857935)","(68901, 2368.9744725283654)","(69239, 2182.709183250229)","(69240, 1305.7802347705347)"
"(11753, 2314.8410468992906)","(12092, 1005.6836073279659)","(12093, 2481.3001489427493)",
"(70590, 1184.7463037997793)","(70591, 1853.7749661778569)",,
"(62182, 1088.7935843055104)","(62183, 2414.7136500624215)","(62521, 2312.3824791176794)",
"(27314, 804.3672110590677)","(27315, 2621.643648282978)","(27653, 2386.5927151120327)",
"(74987, 2656.6655092974556)","(75325, 2892.6973098763533)","(75326, 368.77974941819997)",
"(68895, 2844.791517448671)","(68896, 2442.9049442507626)","(69234, 2039.6756769147435)","(69235, 1424.4372357811978)"
"(95629, 2776.633143764215)","(95968, 289.59814576526514)","(95969, 2836.2761314246773)",
"(69567, 2342.828015922033)","(69568, 2106.0931057747657)","(69906, 2163.117570871382)","(69907, 1902.985993390222)"
"(13444, 1379.3137939243882)","(13445, 1757.5147347082877)","(13783, 2862.773682790423)",
"(82440, 2497.435490384619)","(82441, 530.0243329838721)","(82780, 2914.5708400127987)",
"(92658, 1734.2777156823504)","(92659, 1525.6564742439373)","(92997, 2870.0983444107665)","(92998, 2747.544790224401)"
"(88178, 2095.7807712573544)","(88179, 1503.6169230733349)","(88517, 2751.2321253443574)","(88518, 2329.631123371085)"
"(30700, 1724.7956437239682)","(31038, 2955.8647191638665)","(31039, 1354.2395838360328)",
"(24623, 2837.424910582318)","(24624, 782.3040907668145)","(24963, 2277.118299283938)",
"(98411, 1013.6536267893594)","(98412, 2858.6162302367093)","(98750, 2058.8709833914804)",
"(69569, 2811.0770030671797)","(69570, 726.1413931442139)","(69909, 2342.245091640275)",
"(77364, 351.3859695901907)","(77365, 2704.5223925072387)","(77703, 2845.6909622009653)",
"(76679, 2324.5304394994314)","(76680, 2565.3617132562194)","(77018, 1693.9673011630255)","(77019, 2009.1511094776097)"
"(71602, 989.0707798538881)","(71603, 2101.8518213730054)","(71941, 2823.0588881997683)",
"(77031, 1143.017883210938)","(77032, 1926.4478152626195)","(77370, 2920.9201041430283)",
"(85186, 2419.885507388709)","(85187, 990.2577376971439)","(85526, 2392.514124046982)",
"(75342, 2920.430690111621)","(75343, 2068.6383989773417)","(75681, 2463.8147483561556)","(75682, 1348.0975238167573)"
"(75665, 2124.5388534382614)","(75666, 914.9682037406214)","(76005, 2938.402061485955)",
"(62182, 1399.9730061239143)","(62183, 2493.8050509619966)","(62521, 2011.828269960755)","(62522, 2882.1267058573385)"
"(154304, 2197.3133038034016)","(154643, 1182.4141756296037)","(154644, 2424.3625052956204)",
"(29022, 1905.84061232341)","(29023, 1804.9352411565503)","(29361, 2470.8945226301516)","(29362, 2394.6451064615635)"
"(79052, 1720.022189361985)","(79053, 2040.665931056934)","(79391, 2282.9436271361387)","(79392, 2532.79194653541)"
"(75001, 1309.1523275534132)","(75002, 1972.2533836644566)","(75340, 2619.051215169538)",
"(27340, 2762.6177500765393)","(27341, 1960.9161468913103)","(27679, 2468.9678083514173)","(27680, 1520.7603722425101)"
"(77696, 1925.7574867276928)","(77697, 1940.8125084346639)","(78035, 2325.1668553947934)","(78036, 2336.375459577234)"
"(76682, 2440.514756341279)","(77021, 1058.7093342520845)","(77022, 2310.220926254115)",
"(81474, 2420.599141150126)","(81812, 2750.4754188842526)","(81813, 680.6279167515901)",
"(120082, 2019.073718922311)","(120083, 997.3269720239497)",,
"(72286, 925.8669100397577)","(72287, 2443.6055858085497)","(72625, 2430.099245221511)",
"(73053, 947.8777148631563)","(73392, 2055.7714052624883)",,
"(33043, 2554.5436039613005)","(33044, 634.0862769050274)","(33383, 2628.9369139288074)",
"(76686, 2230.233228594567)","(76687, 2110.0932430544426)","(77025, 2142.5925272874383)","(77026, 2015.242242805589)"
"(105843, 2214.840953422023)","(105844, 837.5216345189092)","(106183, 2877.057306850254)",
"(30670, 2405.012657192862)","(30671, 1377.3659581654674)","(31009, 2876.334739597678)","(31010, 2096.043151745124)"
"(87268, 2288.712986230136)","(87269, 2629.0761494359313)","(87607, 1627.3018590079962)","(87608, 2077.183962714525)"
"(76349, 2181.956383618054)","(76688, 942.2463591801344)","(76689, 2740.9724141825877)",
"(82100, 1445.5215751102437)","(82101, 1661.021138320373)","(82439, 2956.4139638268985)",
"(29349, 1199.4385656924833)","(29350, 1831.184185988505)",,
"(70249, 2806.1709698609616)","(70250, 2045.5380988775566)","(70588, 2411.0260797802034)","(70589, 1456.2731312442659)"
"(78373, 1034.3973440974924)","(78374, 2212.061097878944)","(78712, 2585.1267325665412)",
"(28668, 311.95725299725854)","(28669, 2790.7208221226224)","(29007, 2788.2980976273466)",
"(75326, 926.489235217497)","(75327, 2606.697912713122)","(75665, 2286.689663873612)",
"(121098, 2115.466905437161)","(121437, 886.6115340749031)",,
"(77703, 151.17463490974916)","(77704, 2956.226515030508)","(78042, 2855.359998502781)",
"(72955, 1241.22413308887)","(73294, 1756.8724226724798)",,
"(76348, 2964.6013163570565)","(76349, 44.80522085194981)","(76688, 2991.5766284525366)",
"(73978, 2344.256293081415)","(73979, 2602.5979111739275)","(74317, 1658.3695899888876)","(74318, 2005.8925782622578)"
"(152617, 2982.0606872102007)","(152618, 2759.6220536243495)","(152956, 1793.7869806346537)","(152957, 1391.807139366569)"
"(66535, 2817.8464633453295)","(66873, 2868.7401643030253)","(66874, 232.71194751387412)",
"(148725, 1446.8208231098138)","(148726, 1630.8058115945119)",,
"(85148, 1394.775323391549)","(85149, 1670.2774206451204)",,
"(89954, 2221.421894976042)","(89955, 2670.483565527069)","(90293, 1578.3302688243284)","(90294, 2164.0191864630483)"
"(69913, 2794.672063413553)","(69914, 2846.805617078025)","(70252, 1577.829719547116)","(70253, 1667.3808645299994)"
"(30001, 2476.7438357358355)","(30339, 2334.4818549132347)","(30340, 990.5230547911194)",
"(83177, 2189.8419301847766)","(83178, 1610.4632590727783)","(83516, 2638.5608040518446)","(83517, 2179.362782075372)"
"(72617, 2777.77814582297)","(72618, 2438.5601189976546)","(72956, 2002.7128752435615)","(72957, 1494.1857931677566)"
"(73642, 2412.46406081487)","(73981, 1082.5936727864698)","(73982, 2316.9297247403233)",
"(74993, 1403.4876195068764)","(75332, 1605.6295443717972)",,
"(71266, 2435.9916935469046)","(71605, 985.7186353273804)","(71606, 2380.5376613513367)",
"(75327, 2044.7295367494567)","(75328, 2121.4180244116783)","(75666, 2126.8868727878835)","(75667, 2200.757917731182)"
"(29008, 618.6156172925997)","(29009, 2913.462521022114)","(29347, 2399.1835331210705)",
"(77762, 2756.4489070596146)","(78100, 2651.16184026659)","(78101, 458.34525390443537)",
"(85185, 2430.9321765219806)","(85186, 582.706129863452)","(85525, 2993.4345260261052)",
"(77370, 2702.77635340034)","(77709, 318.97878068986364)","(77710, 2903.2456128308604)",
"(62182, 1088.7935843055104)","(62183, 2414.7136500624215)","(62521, 2312.3824791176794)",
