sensor,time,pm25_PA,model_before_da,model_after_da
411,2018-11-08 06:00:00,16.6972892,8.735358802549484e-17,4.807160670795845
411,2018-11-08 07:00:00,13.045209,9.392899229846665e-17,5.071575573618402
411,2018-11-08 08:00:00,10.4839804,9.22337087940964e-17,6.207464095333216
411,2018-11-08 09:00:00,10.7609344,9.284022981939829e-17,5.972009575492234
411,2018-11-08 10:00:00,11.6839806,0.0005530470421470135,5.994044945670669
411,2018-11-08 11:00:00,13.3480342,0.0028061429356914845,8.213168469984263
411,2018-11-08 12:00:00,16.012243400000003,0.004785583597945674,10.00873948543729
411,2018-11-08 13:00:00,23.7619878,0.005599794735695276,11.915459962863707
411,2018-11-08 14:00:00,24.852425600000004,9.273991685919922e-17,12.69524639932047
411,2018-11-08 15:00:00,23.8435008,9.592564747849206e-17,13.351032381355784
411,2018-11-08 16:00:00,24.7511284,0.0014308063130924276,13.090676880007303
411,2018-11-08 17:00:00,21.9876044,0.023662490169313592,11.437575290628988
411,2018-11-08 18:00:00,24.0205282,0.0551876875815865,11.474539226234286
411,2018-11-08 19:00:00,23.2772554,0.049575399993786795,11.807937274315488
411,2018-11-08 20:00:00,18.9096942,0.0855304682531325,7.4965906835343
411,2018-11-08 21:00:00,13.6556472,0.14643911346457505,5.997211826280575
411,2018-11-08 22:00:00,10.7625514,0.45924505949926425,5.516812074488973
411,2018-11-08 23:00:00,5.4738116,0.3999999761581421,5.0703053505159446
411,2018-11-09 00:00:00,5.553107600000001,0.31999999284744257,4.480981791761369
411,2018-11-09 01:00:00,5.3898076,0.3144695228061708,2.557126611946745
411,2018-11-09 02:00:00,5.6558608,0.23999999439788325,2.923325198022543
411,2018-11-09 03:00:00,5.7886238,0.21924506030855329,3.951627487985114
411,2018-11-09 04:00:00,6.121687,0.15999999642372129,3.659600915445292
411,2018-11-09 05:00:00,7.1017,0.15999999642372129,0.8753395357246565
411,2018-11-09 06:00:00,6.324582400000001,0.19568749722851045,0.6754850037468856
411,2018-11-09 07:00:00,6.5344526,0.3040947624430712,3.697719520534457
411,2018-11-09 08:00:00,6.1591244,0.32388079298918204,3.9049682624311575
411,2018-11-09 09:00:00,6.1506468000000005,0.3470153538224976,4.164181421082794
411,2018-11-09 10:00:00,6.1225302,0.4365621126701089,3.6632722198770518
